acc	ApApos2	ApAbridge	ApCpos2	ApCbridge	ApGpos1	ApGpos2	ApGbridge	ApTpos1	ApTpos2	ApTbridge	CpApos2	CpAbridge	CpCpos2	CpCbridge	CpGpos1	CpGpos2	CpGbridge	CpTpos1	CpTpos2	CpTbridge	GpApos2	GpAbridge	GpCpos2	GpCbridge	GpGpos2	GpGbridge	GpTpos1	GpTpos2	GpTbridge	TpApos1	TpApos2	TpAbridge	TpCpos1	TpCpos2	TpCbridge	TpGpos1	TpGpos2	TpGbridge	TpTpos1	TpTpos2	TpTbridge
EU086182	0.8229375510507165	0.9133036612361797	1.265	0.5939886766456708	1.0533871913638484	1.2274092794811882	1.173868498394468	1.0	0.7791666666666666	1.160883866904953	1.093198031812254	1.2759779979454333	1.119535003630318	0.842249036493639	0.5272973269462831	0.4882624663522801	0.5861848233949762	1.027177700348432	1.4894991739711467	1.4755009750017885	1.2170364775533389	1.2426951675238938	0.4998751901878846	0.537583184818504	1.161753745617252	0.7000669620331083	1.0	0.8312322072733179	0.8971008799731867	1.0	0.8914975683380846	0.6077764089781688	1.1909377628259041	1.1381985731272295	1.6497208118249986	1.0	0.9470926517571885	1.321470856777207	0.9758064516129031	0.978918945699564	0.552747056892041
EU086183	0.8208955223880597	0.9164789510196968	1.221105746226456	0.5919577684147141	1.0365064253400118	1.2313432835820894	1.1818211663370835	1.0	0.8145770254988509	1.1712873245937656	1.0807425117306542	1.27045866692763	1.2112037280379122	1.0572977844166946	0.5270838723627039	0.48544484305340874	0.5706909798208196	1.1178179292838581	1.446253767459703	1.1744338368033949	1.2141140618867277	1.216191216012227	0.4931175487868325	0.538791397785112	1.1653567074136237	0.7089423928946789	1.0	0.8251089906378238	0.9006954422455064	1.0	0.9276214905065938	0.6052558795694415	1.2010977339396731	1.0538506785506174	1.6520273280861242	1.0	0.9501709401709402	1.3190224634912102	0.8944537009889802	1.0147959607052885	0.5897870148934191
EU159386	0.8229375510507165	0.9133036612361797	1.265	0.5939886766456708	1.0533871913638484	1.2274092794811882	1.173868498394468	1.0	0.7791666666666666	1.160883866904953	1.093198031812254	1.2759779979454333	1.119535003630318	0.842249036493639	0.5272973269462831	0.4882624663522801	0.5861848233949762	1.027177700348432	1.4894991739711467	1.4755009750017885	1.2170364775533389	1.2426951675238938	0.4998751901878846	0.537583184818504	1.161753745617252	0.7000669620331083	1.0	0.8312322072733179	0.8971008799731867	1.0	0.8914975683380846	0.6077764089781688	1.1909377628259041	1.1381985731272295	1.6497208118249986	1.0	0.9470926517571885	1.321470856777207	0.9758064516129031	0.978918945699564	0.552747056892041
EU828653	0.8971439100792334	0.9598313265025684	1.201474622770919	0.7248474766422514	1.046692811138262	1.1339444257810622	1.1351272907872392	1.0	0.8337401393752875	0.9574857726159617	1.1030310708875573	1.2322844055488984	1.1033824352501034	0.9001051395469569	0.530837269835149	0.5301408242435104	0.6038709374139868	1.1254496181325448	1.451561147125011	1.4357434699303007	1.2301605801605802	1.1719150783602454	0.45781911567961203	0.5507607861400026	1.189556482687146	0.7455248923595168	1.0	0.8378888983526462	0.9357204801665084	1.0	0.8474961853239007	0.6464066599779615	1.1924868784903333	1.1399352949393355	1.657936359840636	1.0	1.0096034297963559	1.306178670839237	0.8895673398908707	0.9835222968744854	0.5045458618426033
FJ561726	0.8947368421052629	0.9342940275492732	1.2245644599303136	0.7351893164294804	1.0804632737243194	1.1333333333333333	1.1242288078114029	1.0	0.8169034090909092	1.0120053308889958	1.0619287672442863	1.249540434436199	1.096916649249808	0.8765260865911134	0.5276338900475673	0.5185452371227404	0.6014388279375522	1.0824679187558426	1.4793626615727673	1.4604609056078157	1.183859373708998	1.21433720318533	0.45602686341748383	0.5154671989618984	1.2534499514091348	0.7691022229126406	1.0	0.8741797680882877	0.8593217843545615	1.0	0.8669989580693307	0.640097259586868	1.1584993345258474	1.144572928968506	1.6255739058091008	1.0	0.9716320716320715	1.3006803596604528	0.9280716318785578	0.9837442178301091	0.5464349299725317
FJ561727	0.8813825608798115	0.936328962935957	1.2203125	0.6898204927700945	1.0726133218042717	1.1502487562189054	1.1243894128791274	1.0	0.8192307692307693	1.0343177108210848	1.0618402450119901	1.2277590268087935	1.0930159307523617	1.002578988872363	0.47212003628300747	0.5561807162136109	0.6043483185829001	1.0797869813113714	1.483451585214406	1.2894963917994335	1.1842244172742906	1.264516429523019	0.4545189807224828	0.5348156102133808	1.2536373088338153	0.7713502715423398	1.0	0.814204637131032	0.8908127368673585	1.0	0.8584945509842019	0.6111219596950047	1.19040087199386	1.1401030441810345	1.6413357644543554	1.0	0.9843809523809525	1.2998414110060588	0.9299685134599747	0.9857334954317714	0.5529299590731037
FJ561728	0.8915548838088041	0.9470751928942541	1.24609375	0.7307955389146371	1.0558639355746682	1.1338619402985073	1.0289689820612595	1.0	0.7975	1.0243849475708156	1.0830795108828042	1.189002950339934	1.1037116050943483	0.8704910624334844	0.5249364223714701	0.5153787399915718	0.667972856509556	1.0791731191121434	1.5022583428651697	1.488509191421689	1.063449895986357	1.2062195467831864	0.4532135983418462	0.5190933957359262	1.3439829370163145	0.8614702272480625	1.0	0.8651060205894483	0.8594318926309737	1.0	0.8074798619102417	0.6561150028136414	1.193476577622919	1.1482418729871173	1.654916291943606	1.0	1.0143028846153848	1.3020327474103888	0.9304062389223681	1.0036159420289854	0.5228201176545988
FJ866829	0.9083969465648856	0.9691178165956889	1.2394396551724138	0.7316217217496278	1.0620602599343494	1.1121495327102802	1.0338371090599245	1.0	0.8010386819484241	1.0419437666298552	1.0784081530052587	1.1924050928933239	1.0858403373625591	0.9905392855536864	0.5220010837153486	0.5459485373723315	0.6579110048693935	1.1060829439199793	1.4924546973477355	1.3155891252787704	1.0696687458575571	1.193634383247414	0.4510872447211171	0.516328244901	1.3404664002955626	0.8587303349848725	1.0	0.8677932889301276	0.8679921547299772	1.0	0.8304524582492468	0.6502345198637585	1.1915079040286591	1.1496608048063084	1.6546632290006604	1.0	0.9724358216017982	1.3103168386947714	0.9068963298598597	1.0139891523096844	0.5287510688920751
FJ866830	0.9015151515151517	0.9752266669978911	1.248046875	0.6947081523637004	1.1024999486185156	1.1226415094339623	1.0871135443503863	1.0	0.7964743589743589	1.042633119526234	1.0608509847640282	1.1989742234937681	1.0837897157190637	0.8450969778639458	0.4706208425720621	0.5462690099072379	0.6629684545071204	1.0632173601147776	1.4709325481900735	1.5027594409847997	1.1687306501547987	1.2350098045536595	0.454288728897716	0.5299930601215636	1.3229890764647465	0.7860506782531772	1.0	0.8245401845203235	0.8527877718722399	1.0	0.8632880529432254	0.6112793112686243	1.1590563358856043	1.1593738578216373	1.6376483954127057	1.0	0.9251253881060425	1.3037351467742437	0.9452138989265316	1.0103744939271255	0.5261582413418839
FJ866831	0.8858227752923042	0.9337114907422989	1.243728373702422	0.7259729064076916	1.084823774087142	1.1429916662743067	1.0943324051901886	1.0	0.7987500000000001	1.0178732002721995	1.0672866214589494	1.2331009462058218	1.089333862547558	1.0229521241683222	0.524977174905439	0.5152774563546937	0.6021382937462243	1.0927350984739792	1.4878276288843708	1.3066988257504641	1.1434603860643546	1.2294205598353578	0.45286412978442875	0.5229826455747252	1.3029192979170447	0.7958498675125522	1.0	0.8780962861887351	0.8762435823361888	1.0	0.8423287012141624	0.6391182748016236	1.1585240099021852	1.1351902412319181	1.6286548798728726	1.0	0.9953490253174795	1.3182500941556985	0.9170845481049562	0.9873456968994493	0.5228754950003559
GQ472468	0.782602140811096	0.884344090655704	1.2355603448275863	0.5859651839440958	1.1001163997804124	1.2783246477513994	1.2337138087826727	1.0	0.8031340057636888	1.044446431530458	1.0667990950023494	1.386948559581047	1.1513995440341098	0.8969149613000352	0.5056254300787523	0.542858243151951	0.5260504201680675	1.073251267935877	1.413098381154287	1.3851257396871082	1.2635531308448487	1.2373458954308587	0.4936734263970069	0.5363329370777077	1.1584227253362227	0.7118137336176761	1.0	0.8345620654981989	1.0163481814976056	1.0	0.8916093688859075	0.6001067054742762	1.1606847103554434	1.1184361802451925	1.6331645865325033	1.0	0.9451380042462844	1.2911461167708183	0.9346952458656257	0.9968793154848592	0.5493997928692499
GQ472470	0.7983771913499833	0.8893803454711848	1.2248293515358362	0.5930789901613244	1.1041973785785604	1.257486453084894	1.1678950364121872	1.0	0.8090579710144927	1.0480450859019768	1.0301628778474574	1.3840744731652441	1.1288013388317406	0.9112994015900259	0.524465645309369	0.5156501299038909	0.5254237288135593	1.066045117789062	1.476153209136446	1.3570478112929942	1.1799828736737186	1.2401148173294392	0.54925587098927	0.534658955322997	1.2583175502153456	0.7531254923744387	1.0	0.816128911337206	0.9692276187720185	1.0	0.904726819315348	0.5806879392241512	1.1464323517120185	1.1157644337099468	1.6352788926986117	1.0	0.9590290927870545	1.3430106483319113	0.9400819937425827	0.9753085113475315	0.5572665304721275
GQ472473	0.8188636027781884	0.9760547140148838	1.2375	0.59141055126237	1.0794546088296684	1.2353025867447327	1.1896017079017516	1.0	0.8020833333333334	1.0377500123487178	1.0607978992091587	1.3538060039497277	1.1503964926187844	0.9093688049929723	0.5284065284430954	0.509398222984745	0.5309468147282294	1.0738675958188153	1.4420677138744602	1.3856422793571455	1.2337867446132775	1.117426010248184	0.5000463626640557	0.540882022888446	1.1898624110953957	0.7178116674825752	1.0	0.8432099387922799	1.023403070824953	1.0	0.8875848258983202	0.5992715076522039	1.158129702452663	1.1196492271105827	1.650355274647596	1.0	0.9521543408360128	1.3326733862055642	0.93424317617866	0.9952189853349188	0.5479152514317588
GQ472477	0.7706852272304314	0.8870952406635605	1.2394396551724138	0.5699787573901052	1.0615277101864138	1.2937866577654857	1.1978352341699507	1.0	0.8010386819484241	1.0465394485154953	1.0388519241368963	1.334706292150183	1.1500023248637046	0.9206224096476501	0.5503603973058824	0.5438528727568773	0.5312390414962013	1.0744805740936945	1.4375146021929706	1.3861999537560787	1.2197591914484667	1.2411914469883099	0.5061283377830297	0.5728408607437795	1.204713012323874	0.7131241124091936	1.0	0.8500885642088789	1.0283979187108148	1.0	0.9122471598780825	0.5981558550174434	1.1571256644603296	1.1102501092512984	1.6663895284780434	1.0	0.9465388711395101	1.329376485434202	0.9337948877674741	0.9838506211591873	0.5460706397195396
GU358653	0.8229375510507165	0.9149265592209649	1.2290239726027399	0.5925139132902508	1.0562282157080083	1.2274092794811882	1.1741977357838649	1.0	0.8067196531791907	1.1621732539878817	1.093042736484248	1.2679098228476728	1.152684853591095	1.051469391391538	0.5257702755705341	0.48818767155772125	0.6025807003121578	1.1150971314018423	1.4633006615677306	1.2137996639112958	1.2177383161945696	1.2444639317392963	0.4965816322654104	0.5367171034957937	1.162119365704868	0.7002534196994245	1.0	0.8356372650833722	0.8991569025768561	1.0	0.8922242718989323	0.6113386661230434	1.190448957007584	1.129448455426068	1.653731399285172	1.0	0.9482002129925452	1.3114028474797834	0.8962377544141482	0.98296681693202	0.5557970412153019
HM486355	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486356	0.837020925523138	0.8838251693256173	1.1160488245931286	0.5678287703796674	1.0606231353668314	1.2014461852229534	1.143107364599624	1.0	0.9079499408326458	1.1113869494341158	1.018432544784138	1.3855743957034923	1.0872943310543903	0.8622063433504474	0.5345608792056301	0.6851809111900432	0.5317115132718933	1.002534051314539	1.41350321504782	1.4841715808916693	1.286125399201843	1.207287621610268	0.565905438056647	0.564779730575407	1.0166672934741625	0.8336213549702266	1.0	0.8340373604951228	1.0023498386552867	1.0	0.8681045677827338	0.5591808465970979	1.1723936853695716	1.1593947923997185	1.609677065426594	1.0	1.0612422360248448	1.2819819490398472	0.9978677388893966	0.8961260972103993	0.5485193225666609
HM486357	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486358	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486359	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486361	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486362	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486364	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486365	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486366	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486367	0.8358583964599116	0.8844416497205836	1.1138339564845263	0.5670509341199983	1.063778240417252	1.2035151346073372	1.1424265192265661	1.0	0.909384300928748	1.1103735317042995	1.0087631991813713	1.3826857654194245	1.1156365716622525	0.8584960054074944	0.5334230131858659	0.680830243663677	0.5301379546171444	1.0005444603135776	1.3999634790946929	1.481439141413122	1.3103679399582173	1.2118877057497313	0.5209055582677192	0.5654434449610763	1.0378637725443778	0.8357124701461814	1.0	0.8437804777511119	1.0047949211359588	1.0	0.8683586471684264	0.5599782847140278	1.1701431867570162	1.155561519021394	1.6081204574074799	1.0	1.0640498442367603	1.2828550220998052	0.9995395917421125	0.896091110433613	0.5485073536600117
HM486368	0.7963911784361775	0.8828636212509446	1.218402777777778	0.5954856655255425	1.077998469614116	1.261503981688999	1.195275544222183	1.0	0.8202857142857143	1.0419025422355894	1.0368724542492218	1.3627991422591221	1.1588325668047432	0.8501985263200261	0.5288455873689172	0.5442966975479168	0.5158015536723164	1.032252548715963	1.434300456498389	1.468778267173327	1.2397215427877333	1.239268539762495	0.5032050595628996	0.5384639364892028	1.1825021151927666	0.7133415563605955	1.0	0.8379651178695392	1.0157293207946394	1.0	0.8907708647772373	0.5956828343470144	1.1592609944439214	1.1279864353847382	1.6458361424627619	1.0	0.9459850905218319	1.3406542693473702	0.9716497695852534	0.990653735632184	0.5447991957084273
HM486369	0.8358583964599113	0.892263373036429	1.1098841906813897	0.5583539849290778	1.0832915884923682	1.2035151346073372	1.1425704946447397	1.0	0.9119677790563868	1.1246493142200278	1.0086602163145293	1.3882000160561543	1.1116077412999692	0.8439438240584972	0.5326106898273592	0.6807664007026127	0.5282617734239022	0.9979934267427779	1.383445827558775	1.491688590258419	1.310704744588648	1.2231435880733665	0.5246344156374733	0.621916379232023	1.038076585774497	0.8358289233597723	1.0	0.8548956515591073	0.9355887161776294	1.0	0.868697419682683	0.5656586346264166	1.1577929054267098	1.1509362170431308	1.590224421106463	1.0	1.0646728971962618	1.2959603986891393	1.001707680918839	0.8979324031770382	0.5550082260140657
