"","accessions","hosts","cpg","gc","cpg_actual"
"65","KR906770","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"66","KR906771","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"67","KR906772","Dog (AF1b)",0.551071629074337,0.446415373244642,37
"68","KR906773","Dog (AF1b)",0.550847271126761,0.446415373244642,37
"69","KR906774","Dog (AF1b)",0.601504702194357,0.439024390243902,39
"70","KR906776","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"71","KR906780","Dog (AF1b)",0.535959507042254,0.446415373244642,36
"72","KR906782","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"73","KR906784","Dog (AF1b)",0.654306825466446,0.441980783444198,43
"74","KR906789","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"75","KR906790","Dog (AF1b)",0.632242990654206,0.44419807834442,42
"76","KR906792","Dog (AF1b)",0.57077492211838,0.450110864745011,39
"77","KT336432","Dog (AF1b)",0.610398327464789,0.446415373244642,41
"78","KT336433","Dog (AF1b)",0.556270418027868,0.44419807834442,37
"79","KT336434","Dog (AF1b)",0.630871828236825,0.449371766444937,43
"80","KT336435","Dog (AF1b)",0.622753348226815,0.441980783444198,41
"81","KT336436","Dog (AF1b)",0.631961743772242,0.44419807834442,42
"82","KT336437","Dog (AF1b)",0.605653662794602,0.442719881744272,40
"83","KX148203","Dog (AF1b)",0.612555212014134,0.445676274944568,41
"84","KX148204","Dog (AF1b)",0.554457699663054,0.439024390243902,36
"85","KX148205","Dog (AF1b)",0.534994068801898,0.447154471544715,36
"86","KX148206","Dog (AF1b)",0.616337733034199,0.439024390243902,40
"87","KX148208","Dog (AF1b)",0.575873655913979,0.442719881744272,38
"88","KY210222","Dog (AF1b)",0.550847271126761,0.446415373244642,37
"89","KY210223","Dog (AF1b)",0.601504702194357,0.439024390243902,39
"90","KY210224","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"91","KY210226","Dog (AF1b)",0.574766355140187,0.448632668144863,39
"92","KY210227","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"93","KY210229","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"94","KY210231","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"95","KY210232","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"96","KY210234","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"97","KY210235","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"98","KY210238","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"99","KY210239","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"100","KY210243","Dog (AF1b)",0.562221153004986,0.447893569844789,38
"101","KY210244","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"102","KY210245","Dog (AF1b)",0.632242990654206,0.44419807834442,42
"103","KY210247","Dog (AF1b)",0.577016446505118,0.447893569844789,39
"104","KY210248","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"105","KY210249","Dog (AF1b)",0.57678307919331,0.447893569844789,39
"106","KY210250","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"107","KY210251","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"108","KY210252","Dog (AF1b)",0.632242990654206,0.44419807834442,42
"109","KY210253","Dog (AF1b)",0.618867924528302,0.438285291943829,40
"110","KY210254","Dog (AF1b)",0.618867924528302,0.438285291943829,40
"111","KY210255","Dog (AF1b)",0.618867924528302,0.438285291943829,40
"112","KY210256","Dog (AF1b)",0.618867924528302,0.438285291943829,40
"113","KY210257","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"114","KY210258","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"115","KY210260","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"116","KY210263","Dog (AF1b)",0.63450909456336,0.443458980044346,42
"117","KY210264","Dog (AF1b)",0.610862792902614,0.441241685144124,40
"118","KY210265","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"119","KY210266","Dog (AF1b)",0.618867924528302,0.438285291943829,40
"120","KY210267","Dog (AF1b)",0.5472044597475,0.447893569844789,37
"121","KY210269","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"122","KY210270","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"123","KY210271","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"124","KY210272","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"125","KY210273","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"126","KY210278","Dog (AF1b)",0.535959507042254,0.446415373244642,36
"127","KY210279","Dog (AF1b)",0.654306825466446,0.441980783444198,43
"128","KY210280","Dog (AF1b)",0.601504702194357,0.439024390243902,39
"129","KY210281","Dog (AF1b)",0.601504702194357,0.439024390243902,39
"130","KY210282","Dog (AF1b)",0.601504702194357,0.439024390243902,39
"131","KY210286","Dog (AF1b)",0.535959507042254,0.446415373244642,36
"132","KY210287","Dog (AF1b)",0.537639630888781,0.445676274944568,36
"133","KY210288","Dog (AF1b)",0.537639630888781,0.445676274944568,36
"134","KY210289","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"135","KY210290","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"136","KY210292","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"137","KY210293","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"138","KY210294","Dog (AF1b)",0.641087545126354,0.441241685144124,42
"139","KY210295","Dog (AF1b)",0.537639630888781,0.445676274944568,36
"140","KY210296","Dog (AF1b)",0.537639630888781,0.445676274944568,36
"141","KY210299","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"142","KY210300","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"143","KY210303","Dog (AF1b)",0.572763684913218,0.449371766444937,39
"144","KY210304","Dog (AF1b)",0.638781474820144,0.441980783444198,42
"145","KY210307","Dog (AF1b)",0.563972620771357,0.447154471544715,38
"146","KY210311","Dog (AF1b)",0.63450909456336,0.443458980044346,42
"147","KY563717","Dog (AF1b)",0.614082863256176,0.450110864745011,42
"148","LC029890","Dog (AF1b)",0.59237513611819,0.441980783444198,39
"149","MN726804","Dog (AF1b)",0.560480530240265,0.448632668144863,38
"150","MN726826","Dog (AF1b)",0.577016446505118,0.447893569844789,39
"151","MN726827","Dog (AF1b)",0.589735207584178,0.448632668144863,40
"152","MT454631","Dog (AF1b)",0.608256578947368,0.447154471544715,41
"153","MT454634","Dog (AF1b)",0.610398327464789,0.446415373244642,41
"154","MT454635","Dog (AF1b)",0.610646940325617,0.446415373244642,41
"155","MT454636","Dog (AF1b)",0.610398327464789,0.446415373244642,41
"156","MT454637","Dog (AF1b)",0.606129807692308,0.447893569844789,41
"157","MT454639","Dog (AF1b)",0.610398327464789,0.446415373244642,41
"158","MT454641","Dog (AF1b)",0.612555212014134,0.445676274944568,41
"159","MT454643","Dog (AF1b)",0.545088296515141,0.442719881744272,36
"160","MT454644","Dog (AF1b)",0.596136248093543,0.44050258684405,39
"161","MT454645","Dog (AF1b)",0.547035040431267,0.441980783444198,36
"162","DQ666289","Dog (SEA2a)",0.574165959391526,0.448632668144863,39
"163","DQ666290","Dog (SEA2a)",0.577483748112154,0.447154471544715,39
"164","DQ866105","Dog (SEA2a)",0.605706236897275,0.447893569844789,41
"165","DQ866106","Dog (SEA2a)",0.566283372984404,0.445676274944568,38
"166","DQ866108","Dog (SEA2a)",0.585064863066859,0.44419807834442,39
"167","DQ866109","Dog (SEA2a)",0.581185567010309,0.445676274944568,39
"168","DQ866110","Dog (SEA2a)",0.589456869009585,0.442719881744272,39
"169","DQ866112","Dog (SEA2a)",0.56657042734666,0.445676274944568,38
"170","DQ866116","Dog (SEA2a)",0.587579617834395,0.443458980044346,39
"171","DQ866119","Dog (SEA2a)",0.5963899235228,0.445676274944568,40
"172","EU086182","Dog (SEA2a)",0.611138041203041,0.445676274944568,41
"173","EU086183","Dog (SEA2a)",0.596087761036215,0.445676274944568,40
"174","EU159386","Dog (SEA2a)",0.611138041203041,0.445676274944568,41
"175","EU828653","Dog (SEA2a)",0.61933949624866,0.442719881744272,41
"176","FJ561726","Dog (SEA2a)",0.613605442176871,0.444937176644494,41
"177","FJ561727","Dog (SEA2a)",0.611474867724868,0.445676274944568,41
"178","FJ561728","Dog (SEA2a)",0.6166015625,0.449371766444937,42
"179","FJ866829","Dog (SEA2a)",0.624975829842088,0.451589061345159,43
"180","FJ866830","Dog (SEA2a)",0.620479559748428,0.447893569844789,42
"181","FJ866831","Dog (SEA2a)",0.605514501217076,0.447893569844789,41
"182","GQ472468","Dog (SEA2a)",0.579475071381507,0.446415373244642,39
"183","GQ472470","Dog (SEA2a)",0.573541879524358,0.448632668144863,39
"184","GQ472473","Dog (SEA2a)",0.570063199911298,0.44419807834442,38
"185","GQ472477","Dog (SEA2a)",0.581326429437039,0.445676274944568,39
"186","GU358653","Dog (SEA2a)",0.606952164208499,0.447154471544715,41
"187","HM486355","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"188","HM486356","Dog (SEA2a)",0.615272848269743,0.444937176644494,41
"189","HM486357","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"190","HM486358","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"191","HM486359","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"192","HM486361","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"193","HM486362","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"194","HM486364","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"195","HM486365","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"196","HM486366","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"197","HM486367","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"198","HM486368","Dog (SEA2a)",0.570354100106496,0.44419807834442,38
"199","HM486369","Dog (SEA2a)",0.612812355007622,0.445676274944568,41
"200","HM486370","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"201","HM486371","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"202","HM486372","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"203","HM486373","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"204","HM486374","Dog (SEA2a)",0.613083265179815,0.445676274944568,41
"205","HM486375","Dog (SEA2a)",0.613083265179815,0.445676274944568,41
"206","HM486379","Dog (SEA2a)",0.613083265179815,0.445676274944568,41
"207","HM486380","Dog (SEA2a)",0.613083265179815,0.445676274944568,41
"208","HM486381","Dog (SEA2a)",0.603807471264368,0.448632668144863,41
"209","JF819605","Dog (SEA2a)",0.619748723989007,0.448632668144863,42
"210","JF819615","Dog (SEA2a)",0.612812355007622,0.445676274944568,41
"211","JF819622","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"212","JN974823","Dog (SEA2a)",0.576354679802956,0.447893569844789,39
"213","JN974824","Dog (SEA2a)",0.613605442176871,0.444937176644494,41
"214","JN974828","Dog (SEA2a)",0.579328744112513,0.446415373244642,39
"215","JN974829","Dog (SEA2a)",0.564474160930141,0.446415373244642,38
"216","JN974838","Dog (SEA2a)",0.611663652802893,0.445676274944568,41
"217","JN974842","Dog (SEA2a)",0.57597720847478,0.447893569844789,39
"218","JN974845","Dog (SEA2a)",0.578167115902965,0.447154471544715,39
"219","JN974854","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"220","JN974870","Dog (SEA2a)",0.603755061970794,0.443458980044346,40
"221","JN974871","Dog (SEA2a)",0.631442096139743,0.44419807834442,42
"222","JN974872","Dog (SEA2a)",0.614993181893771,0.444937176644494,41
"223","JN974873","Dog (SEA2a)",0.631694790902421,0.44419807834442,42
"224","JQ970480","Dog (SEA2a)",0.576354679802956,0.447893569844789,39
"225","KT221107","Dog (SEA2a)",0.595065312046444,0.446415373244642,40
"226","KT894558","Dog (SEA2a)",0.570577422145329,0.450110864745011,39
"227","KT894572","Dog (SEA2a)",0.60761698212408,0.447154471544715,41
"228","KT894573","Dog (SEA2a)",0.554311719372841,0.444937176644494,37
"229","KT894577","Dog (SEA2a)",0.577483748112154,0.447154471544715,39
"230","KT894578","Dog (SEA2a)",0.575506064043277,0.447893569844789,39
"231","KX148264","Dog (SEA2a)",0.621755875530658,0.447154471544715,42
"232","KY451767","Dog (SEA2a)",0.585410176531672,0.450110864745011,40
"233","MG201879","Dog (SEA2a)",0.592291023704774,0.447154471544715,40
"234","MG201880","Dog (SEA2a)",0.570063199911298,0.44419807834442,38
"235","MG201884","Dog (SEA2a)",0.564474160930141,0.446415373244642,38
"236","MG201919","Dog (SEA2a)",0.575506064043277,0.447893569844789,39
"237","MG201921","Dog (SEA2a)",0.568104219842875,0.444937176644494,38
"238","FJ598135","Chinese ferret badger",0.599945425397656,0.439024390243902,39
"239","FJ712195","Chinese ferret badger",0.537639630888781,0.445676274944568,36
"240","FJ712196","Chinese ferret badger",0.564971560130011,0.44050258684405,37
"241","GU647092","Chinese ferret badger",0.591717502467031,0.441980783444198,39
"242","KF726852","Chinese ferret badger",0.577483748112154,0.447154471544715,39
"243","KP319184","Chinese ferret badger",0.577483748112154,0.447154471544715,39
"244","KP319185","Chinese ferret badger",0.585714285714286,0.44419807834442,39
"245","KP319186","Chinese ferret badger",0.599037024738502,0.444937176644494,40
"246","KP319187","Chinese ferret badger",0.578387256446024,0.441241685144124,38
"247","KP319188","Chinese ferret badger",0.596942489686969,0.445676274944568,40
"248","KP319189","Chinese ferret badger",0.578387256446024,0.441241685144124,38
"249","KP319190","Chinese ferret badger",0.593808377034053,0.441241685144124,39
"250","KP319191","Chinese ferret badger",0.59360797372092,0.441241685144124,39
"251","KP319192","Chinese ferret badger",0.591717502467031,0.441980783444198,39
"252","KP319193","Chinese ferret badger",0.576357827476038,0.441980783444198,38
"253","KP319194","Chinese ferret badger",0.579634206623826,0.446415373244642,39
"254","KP319195","Chinese ferret badger",0.577635467980296,0.447154471544715,39
"255","KP319196","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"256","KP319197","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"257","KP319198","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"258","KP319199","Chinese ferret badger",0.586117652285955,0.44419807834442,39
"259","KP319200","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"260","KP319201","Chinese ferret badger",0.573106976847878,0.443458980044346,38
"261","KP319202","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"262","KP319203","Chinese ferret badger",0.556982164910602,0.443458980044346,37
"263","KP319204","Chinese ferret badger",0.572182158119658,0.443458980044346,38
"264","KP319205","Chinese ferret badger",0.583673469387755,0.444937176644494,39
"265","KP319206","Chinese ferret badger",0.55802521429925,0.443458980044346,37
"266","KP319207","Chinese ferret badger",0.571304753650243,0.44419807834442,38
"267","KP319208","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"268","KP319209","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"269","KP319210","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"270","KP319211","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"271","KP319212","Chinese ferret badger",0.572182158119658,0.443458980044346,38
"272","KP319213","Chinese ferret badger",0.58740301232314,0.443458980044346,39
"273","AB519642","Vampire bat",0.502402005152127,0.435328898743533,32
"274","AF070449","Vampire bat",0.508820512820513,0.439763488543976,33
"275","AF351847","Vampire bat",0.561061579929504,0.436807095343681,36
"276","AF351852","Vampire bat",0.534732877667736,0.435328898743533,34
"277","AY854587","Vampire bat",0.513874342536858,0.437546193643755,33
"278","AY854592","Vampire bat",0.489209283406025,0.441241685144124,32
"279","AY854594","Vampire bat",0.488944099378882,0.441241685144124,32
"280","AY877433","Vampire bat",0.523097826086957,0.446415373244642,35
"281","AY877434","Vampire bat",0.50082707723629,0.436067997043607,32
"282","AY877435","Vampire bat",0.483392494929006,0.436807095343681,31
"283","GU592648","Vampire bat",0.475738396624473,0.433111603843311,30
"284","KF656696","Vampire bat",0.433653846153846,0.438285291943829,28
"285","KF656697","Vampire bat",0.433653846153846,0.438285291943829,28
"286","KF864234","Vampire bat",0.515625,0.443458980044346,34
"287","KF864322","Vampire bat",0.547625472207232,0.442719881744272,36
"288","KF864397","Vampire bat",0.51772358854837,0.436067997043607,33
"289","KM594040","Vampire bat",0.546710845320834,0.436807095343681,35
"290","KM594041","Vampire bat",0.440644846116268,0.435328898743533,28
"291","KM594042","Vampire bat",0.523606811145511,0.439763488543976,34
"292","KP202393","Vampire bat",0.484912597114317,0.436067997043607,31
"293","KT023101","Vampire bat",0.45809788446271,0.434589800443459,29
"294","KU523255","Vampire bat",0.45809788446271,0.434589800443459,29
"295","MN968374","Vampire bat",0.494994512255962,0.444937176644494,33
"296","MN968375","Vampire bat",0.493239212567111,0.445676274944568,33
"297","MN968376","Vampire bat",0.493239212567111,0.445676274944568,33
"298","MN968377","Vampire bat",0.4934572622179,0.445676274944568,33
"299","MN968378","Vampire bat",0.4934572622179,0.445676274944568,33
"300","MN968379","Vampire bat",0.4934572622179,0.445676274944568,33
"301","MN968380","Vampire bat",0.4934572622179,0.445676274944568,33
"302","MN968381","Vampire bat",0.4934572622179,0.445676274944568,33
"303","MN968382","Vampire bat",0.4934572622179,0.445676274944568,33
"304","MN968383","Vampire bat",0.4934572622179,0.445676274944568,33
"305","MN968384","Vampire bat",0.4934572622179,0.445676274944568,33
"306","MN968385","Vampire bat",0.4934572622179,0.445676274944568,33
"307","MN968386","Vampire bat",0.491707413770318,0.446415373244642,33
"308","MN968387","Vampire bat",0.493239212567111,0.445676274944568,33
"309","MT891038","Vampire bat",0.533072216556967,0.436067997043607,34
"310","MW249020","Vampire bat",0.524657846715328,0.439024390243902,34
"311","MW249021","Vampire bat",0.533072216556967,0.436067997043607,34
"312","AF351828","Big brown bat",0.568971813684805,0.446415373244642,38
"313","AF351831","Big brown bat",0.580555555555556,0.441980783444198,38
"314","AF351832","Big brown bat",0.583110284444041,0.441241685144124,38
"315","AF351833","Big brown bat",0.512288310615448,0.438285291943829,33
"316","AF351855","Big brown bat",0.572990110795715,0.439024390243902,37
"317","AF351861","Big brown bat",0.552376416153506,0.44050258684405,36
"318","AF351862","Big brown bat",0.528151549942595,0.438285291943829,34
"319","AY039227","Big brown bat",0.5285034810781,0.438285291943829,34
"320","AY039228","Big brown bat",0.533072216556967,0.436067997043607,34
"321","AY039229","Big brown bat",0.545721694036301,0.437546193643755,35
"322","GU644652","Big brown bat",0.571910022505798,0.439024390243902,37
"323","GU644654","Big brown bat",0.522577247191011,0.433850702143385,33
"324","GU644655","Big brown bat",0.533072216556967,0.436067997043607,34
"325","GU644656","Big brown bat",0.516125676238036,0.436807095343681,33
"326","GU644657","Big brown bat",0.507259713701432,0.44050258684405,33
"327","GU644658","Big brown bat",0.483353500432152,0.437546193643755,31
"328","GU644659","Big brown bat",0.456679624758491,0.435328898743533,29
"329","GU644660","Big brown bat",0.493098264315976,0.439763488543976,32
"330","GU644661","Big brown bat",0.529781647318961,0.437546193643755,34
"331","GU644662","Big brown bat",0.522631220177233,0.44050258684405,34
"332","GU644663","Big brown bat",0.491888207225631,0.44050258684405,32
"333","GU644664","Big brown bat",0.518788343558282,0.441980783444198,34
"334","GU644665","Big brown bat",0.49555901474224,0.439024390243902,32
"335","GU644666","Big brown bat",0.493401709401709,0.439763488543976,32
"336","GU644667","Big brown bat",0.543685419058553,0.438285291943829,35
"337","GU644668","Big brown bat",0.54000273678929,0.439763488543976,35
"338","GU644669","Big brown bat",0.48273044298917,0.437546193643755,31
"339","GU644670","Big brown bat",0.551332261788876,0.441241685144124,36
"340","GU644671","Big brown bat",0.519331425779887,0.435328898743533,33
"341","GU644676","Big brown bat",0.547051892241578,0.436807095343681,35
"342","GU644677","Big brown bat",0.540360125975626,0.439763488543976,35
"343","GU644684","Big brown bat",0.534732877667736,0.435328898743533,34
"344","GU644689","Big brown bat",0.534732877667736,0.435328898743533,34
"345","GU644690","Big brown bat",0.533072216556967,0.436067997043607,34
"346","GU644695","Big brown bat",0.548750811161583,0.436067997043607,35
"347","JQ685925","Big brown bat",0.534732877667736,0.435328898743533,34
"348","AF351845","Hoary bat",0.429641390637832,0.447893569844789,29
"349","AF351846","Hoary bat",0.455555555555556,0.450110864745011,31
"350","AF351858","Hoary bat",0.449116607773852,0.453067257945307,31
"351","AF394883","Hoary bat",0.45786302207279,0.448632668144863,31
"352","AF394884","Hoary bat",0.459498247151621,0.447893569844789,31
"353","GU644712","Hoary bat",0.46832307542537,0.450849963045085,32
"354","GU644713","Hoary bat",0.482958171532412,0.450849963045085,33
"355","GU644714","Hoary bat",0.466210104664685,0.451589061345159,32
"356","GU644715","Hoary bat",0.456696428571429,0.449371766444937,31
"357","GU644716","Hoary bat",0.46832307542537,0.450849963045085,32
"358","GU644717","Hoary bat",0.458333333333333,0.448632668144863,31
"359","GU644718","Hoary bat",0.486160714285714,0.449371766444937,33
"360","GU644719","Hoary bat",0.482712765957447,0.450849963045085,33
"361","GU644720","Hoary bat",0.484188951786063,0.450110864745011,33
"362","GU644721","Hoary bat",0.456462829344739,0.449371766444937,31
"363","JQ685947","Hoary bat",0.443548387096774,0.448632668144863,30
"364","AY854505","Mongoose",0.564799458453207,0.44050258684405,37
"365","AY854525","Mongoose",0.561020710059172,0.441980783444198,37
"366","AY854531","Mongoose",0.531409911123081,0.441980783444198,35
"367","AY854544","Mongoose",0.569747340425532,0.444937176644494,38
"368","AY854546","Mongoose",0.53999401337014,0.444937176644494,36
"369","AY854558","Mongoose",0.532415150024594,0.447893569844789,36
"370","AY854567","Mongoose",0.547659420844775,0.447893569844789,37
"371","AY854573","Mongoose",0.526634786476868,0.44419807834442,35
"372","AY854576","Mongoose",0.523434033111452,0.439024390243902,34
"373","AF483524","Skunk",0.556459352008408,0.438285291943829,36
"374","EU345002","Skunk",0.527667587805313,0.443458980044346,35
"375","EU345003","Skunk",0.516429605846627,0.441980783444198,34
"376","EU345004","Skunk",0.521174631228333,0.439763488543976,34
"377","JQ513553","Skunk",0.631442096139743,0.44419807834442,42
"378","JQ685938","Skunk",0.550727587259591,0.44050258684405,36
"379","JQ685968","Skunk",0.57217802770539,0.438285291943829,37
"380","MW055084","Skunk",0.559791116876146,0.442719881744272,37
"381","MW055085","Skunk",0.555862758161226,0.44419807834442,37
"382","MW055086","Skunk",0.53617527173913,0.44050258684405,35
"383","MW055087","Skunk",0.522239629453034,0.439763488543976,34
"384","AF351849","Free-tailed bat",0.444522669670515,0.433111603843311,28
"385","AF394876","Free-tailed bat",0.46927025527192,0.436067997043607,30
"386","GU644760","Free-tailed bat",0.43272921108742,0.430894308943089,27
"387","GU644761","Free-tailed bat",0.444267235819075,0.433111603843311,28
"388","GU644762","Free-tailed bat",0.448756218905473,0.430894308943089,28
"389","GU644763","Free-tailed bat",0.431120552310143,0.431633407243163,27
"390","GU644764","Free-tailed bat",0.43272921108742,0.430894308943089,27
"391","GU644765","Free-tailed bat",0.434603121728372,0.430155210643016,27
"392","GU644766","Free-tailed bat",0.419594933085236,0.429416112342942,26
"393","GU644767","Free-tailed bat",0.450185378838293,0.430155210643016,28
"394","GU644768","Free-tailed bat",0.4329753946807,0.430894308943089,27
"395","GU644769","Free-tailed bat",0.434603121728372,0.430155210643016,27
