"","Accession","Hamming","Miyata","Hamming_stop0","Miyata_stop0","Hamming_norm","Miyata_norm","Hamming_stop0_norm","Miyata_stop0_norm"
"86","KP319187","7.03111111111111","15.4123555555556","6.62444444444444","11.3456888888889","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"87","KP319188","7.02222222222222","15.3345333333333","6.62444444444444","11.3567555555556","7.01185185185185","15.1832888888889","6.63037037037037","11.3684740740741"
"88","KP319189","7.03111111111111","15.4123555555556","6.62444444444444","11.3456888888889","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"89","KP319190","7.02888888888889","15.4254222222222","6.62","11.3365333333333","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"90","KP319191","7.02888888888889","15.4362444444444","6.61777777777778","11.3251333333333","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"91","KP319192","7.02888888888889","15.4254222222222","6.62","11.3365333333333","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"92","KP319193","7.02444444444444","15.4004222222222","6.61555555555556","11.3115333333333","7.01037037037037","15.1679166666667","6.62888888888889","11.3531018518519"
"93","KP319194","7.01555555555556","15.3484444444444","6.61333333333333","11.3262222222222","7.00592592592593","15.1714907407407","6.62444444444445","11.3566759259259"
"94","KP319195","7.01777777777778","15.3288","6.61777777777778","11.3288","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"95","KP319196","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"96","KP319197","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"97","KP319198","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"98","KP319199","7.02","15.3272222222222","6.62222222222222","11.3494444444444","7.00740740740741","15.1752925925926","6.62740740740741","11.3752925925926"
"99","KP319200","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"100","KP319201","7.02","15.3272222222222","6.62222222222222","11.3494444444444","7.00740740740741","15.1752925925926","6.62740740740741","11.3752925925926"
"101","KP319202","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"102","KP319203","7.02666666666667","15.4062222222222","6.61777777777778","11.3173333333333","7.00962962962963","15.1742777777778","6.62648148148148","11.3427962962963"
"103","KP319204","7.02666666666667","15.4098","6.61777777777778","11.3209111111111","7.00962962962963","15.1682462962963","6.62759259259259","11.3478759259259"
"104","KP319205","7.01333333333333","15.4265333333333","6.60222222222222","11.3154222222222","7.00074074074074","15.1721907407407","6.61981481481481","11.3629314814815"
"105","KP319206","7.02888888888889","15.4075333333333","6.62222222222222","11.3408666666667","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"106","KP319207","7.02888888888889","15.4075333333333","6.62222222222222","11.3408666666667","7.01481481481482","15.1838722222222","6.63333333333333","11.3690574074074"
"107","KP319208","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"108","KP319209","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"109","KP319210","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"110","KP319211","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"111","KP319212","7.02666666666667","15.4098","6.61777777777778","11.3209111111111","7.00962962962963","15.1682462962963","6.62759259259259","11.3478759259259"
"112","KP319213","7.02222222222222","15.4023111111111","6.61333333333333","11.3134222222222","7.00814814814815","15.1697037037037","6.62666666666667","11.3548888888889"
"113","AB519642","7.03555555555556","15.522","6.60666666666667","11.2331111111111","7.00518518518518","15.1424574074074","6.6212962962963","11.3035685185185"
"114","AF070449","7.03333333333333","15.4807777777778","6.61111111111111","11.2585555555556","7.00222222222222","15.1531166666667","6.61722222222222","11.3031166666667"
"115","AF351847","7.03555555555556","15.4713111111111","6.61111111111111","11.2268666666667","7.00074074074074","15.135912962963","6.61537037037037","11.2822092592593"
"116","AF351852","7.03777777777778","15.5330444444444","6.60888888888889","11.2441555555556","7.00518518518518","15.1505462962963","6.6212962962963","11.3116574074074"
"117","AY854587","7.02888888888889","15.4215777777778","6.61111111111111","11.2438","6.99333333333333","15.1110203703704","6.61203703703704","11.2980574074074"
"118","AY854592","7.04","15.4571555555556","6.62222222222222","11.2793777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"119","AY854594","7.04","15.4484222222222","6.62222222222222","11.2706444444444","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"120","AY877433","7.03333333333333","15.4578444444444","6.60888888888889","11.2134","6.99037037037037","15.0886944444444","6.61018518518519","11.2868425925926"
"121","AY877434","7.03111111111111","15.4526444444444","6.61333333333333","11.2748666666667","7.00518518518518","15.137812962963","6.62351851851852","11.3211462962963"
"122","AY877435","7.03333333333333","15.4257555555556","6.62","11.2924222222222","7.0037037037037","15.1219203703704","6.62314814814815","11.3163648148148"
"123","GU592648","7.03555555555556","15.4940222222222","6.60888888888889","11.2273555555556","7.00518518518518","15.1399240740741","6.6212962962963","11.3010351851852"
"124","KF656696","7.04","15.4382222222222","6.62444444444444","11.2826666666667","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"125","KF656697","7.04","15.4382222222222","6.62444444444444","11.2826666666667","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"126","KF864234","7.02888888888889","15.4280888888889","6.61333333333333","11.2725333333333","7.00222222222222","15.1531166666667","6.61722222222222","11.3031166666667"
"127","KF864322","7.02888888888889","15.4374","6.61111111111111","11.2596222222222","7.00222222222222","15.1531166666667","6.61722222222222","11.3031166666667"
"128","KF864397","7.03111111111111","15.4296666666667","6.61555555555556","11.2741111111111","7.00666666666667","15.1700518518518","6.62018518518519","11.305237037037"
"129","KM594040","7.03777777777778","15.5072666666667","6.61333333333333","11.2628222222222","7.0037037037037","15.1320203703704","6.62092592592593","11.3042425925926"
"130","KM594041","7.03777777777778","15.4442444444444","6.61777777777778","11.2442444444444","7.00518518518518","15.1505462962963","6.6212962962963","11.3116574074074"
"131","KM594042","7.03777777777778","15.5072666666667","6.61333333333333","11.2628222222222","7.0037037037037","15.1320203703704","6.62092592592593","11.3042425925926"
"132","KP202393","7.03111111111111","15.3541111111111","6.62222222222222","11.2652222222222","7.0037037037037","15.0932314814815","6.62388888888889","11.2950833333333"
"133","KT023101","7.03555555555556","15.3943555555556","6.62222222222222","11.2610222222222","7.00962962962963","15.1585425925926","6.62425925925926","11.3048388888889"
"134","KU523255","7.03555555555556","15.3943555555556","6.62222222222222","11.2610222222222","7.00962962962963","15.1585425925926","6.62425925925926","11.3048388888889"
"135","MN968374","7.04444444444444","15.4371111111111","6.62888888888889","11.2815555555556","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"136","MN968375","7.04","15.4193111111111","6.62666666666667","11.2859777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"137","MN968376","7.04","15.4193111111111","6.62666666666667","11.2859777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"138","MN968377","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"139","MN968378","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"140","MN968379","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"141","MN968380","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"142","MN968381","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"143","MN968382","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"144","MN968383","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"145","MN968384","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"146","MN968385","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"147","MN968386","7.04","15.4513555555556","6.62222222222222","11.2735777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"148","MN968387","7.04","15.4193111111111","6.62666666666667","11.2859777777778","7.00518518518518","15.132487037037","6.62203703703704","11.3010055555556"
"149","MT891038","7.04","15.4951555555556","6.61555555555556","11.2507111111111","7.01259259259259","15.1715833333333","6.62611111111111","11.3067685185185"
"150","MW249020","7.03333333333333","15.4733333333333","6.61333333333333","11.2733333333333","7.00518518518518","15.1534240740741","6.6212962962963","11.3145351851852"
"151","MW249021","7.04","15.4951555555556","6.61555555555556","11.2507111111111","7.01259259259259","15.1715833333333","6.62611111111111","11.3067685185185"
"152","AB284509","7.01333333333333","15.4490666666667","6.59333333333333","11.2490666666667","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"153","AB284510","7.01333333333333","15.4490666666667","6.59333333333333","11.2490666666667","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"154","AB284511","7.01333333333333","15.4534222222222","6.59333333333333","11.2534222222222","7.0162962962963","15.1774259259259","6.63111111111111","11.3255740740741"
"155","AB284512","7.01333333333333","15.4490666666667","6.59333333333333","11.2490666666667","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"156","AB284513","7.01777777777778","15.4576","6.59777777777778","11.2576","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"157","AB284514","7.01777777777778","15.4852444444444","6.59333333333333","11.2408","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"158","AB285215","7.01333333333333","15.4490666666667","6.59333333333333","11.2490666666667","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"159","EU853582","7.00666666666667","15.3346666666667","6.60444444444444","11.3124444444444","7.01185185185185","15.1665518518519","6.62814814814815","11.3295148148148"
"160","EU853584","7.00888888888889","15.3333777777778","6.60222222222222","11.2667111111111","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"161","EU853585","7.00888888888889","15.3333777777778","6.60222222222222","11.2667111111111","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"162","EU853586","7.00888888888889","15.3458666666667","6.6","11.2569777777778","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"163","EU853587","7.00888888888889","15.3764666666667","6.59777777777778","11.2653555555555","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"164","EU853588","7.00888888888889","15.3764666666667","6.59777777777778","11.2653555555555","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"165","EU853589","7.00888888888889","15.3764666666667","6.59777777777778","11.2653555555555","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"166","EU853590","7.01111111111111","15.3703333333333","6.6","11.2592222222222","7.02074074074074","15.1825444444444","6.63407407407407","11.3158777777778"
"167","HM179504","7.00666666666667","15.4450222222222","6.58666666666667","11.2450222222222","7.01777777777778","15.2158481481481","6.62814814814815","11.3195518518519"
"168","HM179505","7.00666666666667","15.393","6.59555555555556","11.2818888888889","7.01333333333333","15.1822425925926","6.62814814814815","11.3303907407407"
"169","HM179506","7.01333333333333","15.3971777777778","6.6","11.2638444444444","7.02222222222222","15.1598388888889","6.63611111111111","11.2987277777778"
"170","KF155002","7.01111111111111","15.3553777777778","6.60666666666667","11.3109333333333","7.02074074074074","15.1825444444444","6.63407407407407","11.3158777777778"
"171","KR534217","7.01333333333333","15.3382666666667","6.61111111111111","11.3160444444444","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"172","KR534218","7.01333333333333","15.3350222222222","6.61111111111111","11.3128","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"173","KR534219","7.01111111111111","15.3555555555556","6.60444444444444","11.2888888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"174","KR534220","7.01333333333333","15.3350222222222","6.61111111111111","11.3128","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"175","KR534228","7.01111111111111","15.3553555555556","6.60444444444444","11.2886888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"176","KR534229","7.00888888888889","15.3488444444444","6.60444444444444","11.3044","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"177","KR534230","7.00666666666667","15.3303555555556","6.60222222222222","11.2859111111111","7.01703703703704","15.1513574074074","6.63296296296296","11.3106166666667"
"178","KR534231","7.01111111111111","15.3553555555556","6.60444444444444","11.2886888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"179","KR534233","7.00888888888889","15.3698666666667","6.60222222222222","11.3032","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"180","KR534238","7.01111111111111","15.3553555555556","6.60444444444444","11.2886888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"181","KR534244","7.00888888888889","15.3456","6.60444444444444","11.3011555555556","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"182","KR534247","7.00888888888889","15.3456","6.60444444444444","11.3011555555556","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"183","KR534249","7.00888888888889","15.3456","6.60444444444444","11.3011555555556","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"184","KR534250","7.00888888888889","15.3456","6.60444444444444","11.3011555555556","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"185","KR534251","7.01111111111111","15.3555555555556","6.60444444444444","11.2888888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"186","KR534252","7.00666666666667","15.3115555555556","6.60666666666667","11.3115555555556","7.01703703703704","15.1631740740741","6.63296296296296","11.3224333333333"
"187","KR534253","7.00888888888889","15.3456","6.60444444444444","11.3011555555556","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"188","KR906734","7.01111111111111","15.3555555555556","6.60444444444444","11.2888888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"189","KR906735","7.00888888888889","15.3201555555556","6.60666666666667","11.2979333333333","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"190","KR906736","7.00888888888889","15.3206222222222","6.60666666666667","11.2984","7.01481481481482","15.1586555555556","6.63074074074074","11.3179148148148"
"191","KR906739","7.00666666666667","15.3654222222222","6.59777777777778","11.2765333333333","7.01703703703704","15.1631740740741","6.63296296296296","11.3224333333333"
"192","KR906741","7.00888888888889","15.3463555555555","6.60444444444444","11.3019111111111","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"193","KR906742","7.00888888888889","15.3319111111111","6.60666666666667","11.3096888888889","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
"194","KR906743","7.01111111111111","15.3553555555556","6.60444444444444","11.2886888888889","7.01703703703704","15.1602962962963","6.63296296296296","11.3195555555556"
"195","KR906744","7.00666666666667","15.3654222222222","6.59777777777778","11.2765333333333","7.01703703703704","15.1631740740741","6.63296296296296","11.3224333333333"
"196","KR906745","7.01333333333333","15.3804222222222","6.60444444444444","11.2915333333333","7.0162962962963","15.1745481481481","6.63111111111111","11.3226962962963"
