"","accessions","cpg","upa"
"68","Node13",0.54570833094323,0.700080219044399
"69","Node13",0.538999055712937,0.659762798177432
"70","Node13",0.580171145357392,0.702701815436131
"71","Node13",0.533248631378337,0.675731439201759
"72","Node13",0.568763285757668,0.715857557556218
"73","Node13",0.54570833094323,0.700507479518392
"74","Node13",0.565039354869863,0.696464846326342
"75","Node13",0.539559504679081,0.67955571354792
"76","Node13",0.539304610733182,0.689927477840451
"77","Node13",0.561530635749386,0.689371980676328
"78","Node13",0.558054577884606,0.70220774039101
"79","Node13",0.586636455763973,0.654078399330397
"80","Node13",0.560250885760797,0.672791383340416
"81","Node13",0.552755890633562,0.670726794155565
"82","Node13",0.529332876790504,0.685805827186864
"83","Node13",0.53569082343225,0.682421009382556
"84","Node13",0.54552137858025,0.67842187184547
"85","Node13",0.578086579678741,0.690567407347663
"86","Node13",0.541455868617684,0.66480098686369
"87","Node13",0.567841814547074,0.678413595457467
"88","Node13",0.53569082343225,0.663407896509904
"89","Node13",0.581664960376142,0.677678487819887
"90","Node13",0.59289896128423,0.669755404173148
"91","Node13",0.53719111969112,0.657439218628651
"92","Node13",0.565949008498584,0.708027141554471
"93","Node13",0.571077380441929,0.68367469157983
"94","Node13",0.561530635749386,0.671177974747274
"95","Node13",0.559639960208142,0.672554681536062
"96","Node13",0.534138897420147,0.680153581358401
"97","Node13",0.526359096583816,0.688665017795741
"98","Node13",0.569173789173789,0.713885498169011
"99","Node13",0.554610776172601,0.68823600337607
"100","Node13",0.554610776172601,0.678159303882195
"101","Node12",0.554713313896987,0.692373259199035
"102","Node12",0.580344644951386,0.679323338518479
"103","Node12",0.559073100812231,0.681574844936814
"104","Node12",0.551561533704391,0.695226808874844
"105","Node12",0.547545732730918,0.689371980676328
"106","Node12",0.558054577884606,0.722165991902834
"107","Node12",0.537476459510358,0.680976193356723
"108","Node12",0.552201841962696,0.676018528266133
"109","Node12",0.569747323991863,0.694403892944039
"110","Node12",0.558054577884606,0.701993006528127
"111","Node12",0.550683530626224,0.6865369660063
"112","Node12",0.568581146744412,0.682542490597686
"113","Node12",0.550317194037909,0.659448753919789
"114","Node12",0.547203516647961,0.668071161048689
"115","Node12",0.538079262102505,0.676659641728135
"116","Node12",0.554099442794183,0.655652699012812
"117","Node12",0.547834766584767,0.679928528886242
"118","Node12",0.537772495361781,0.694403892944039
"119","Node12",0.553048492296058,0.660648148148148
"120","Node12",0.586984388153363,0.664047438607687
"121","Node12",0.547000028749126,0.679712618584527
"122","Node12",0.573596968072889,0.682516590605632
"123","Node12",0.548835599315398,0.687710843373494
"124","Node12",0.574245472837022,0.673292131844763
"125","Node12",0.578397179699872,0.681947903345224
"126","Node12",0.567985010872942,0.692373259199035
"127","Node12",0.537211861461833,0.679002881387295
"128","Node12",0.531801242236025,0.683042926187168
"129","Node12",0.565039354869863,0.667974261263994
"130","Node12",0.553048492296058,0.67955571354792
"131","Node12",0.546586230010533,0.690619675543799
"132","Node12",0.568137868274372,0.6495046854083
"133","Node12",0.543205177007994,0.694195655071305
"134","Node12",0.552543947959421,0.683963100357835
"135","Node12",0.584969874923734,0.683447303302025
"136","Node12",0.539607896369842,0.665661443447981
"137","Node12",0.558998318428495,0.693410104506423
"138","Node12",0.535660660660661,0.669094727387997
"139","Node12",0.582305268751898,0.668133720385804
"140","Node12",0.54108368407083,0.687710843373494
"141","Node12",0.548835599315398,0.69690610068372
"142","Node12",0.543836582251948,0.685106155979942
"143","Node12",0.571077380441929,0.675167597393078
"144","Node12",0.547545732730918,0.670272165548631
"145","Node12",0.561250527608304,0.673037193513887
"146","Node12",0.571028411364546,0.685330078242251
"147","Node12",0.544739654909146,0.674655071382911
"148","Node12",0.568137868274372,0.696311595946632
"149","Node12",0.560949185043145,0.681145584725537
"150","Node12",0.566961257437448,0.694810535527467
"151","Node12",0.577176425269646,0.678070800665241
"152","Node12",0.532050362807239,0.673954979645052
"153","Node12",0.547267497603068,0.671952513595968
"154","Node12",0.560432007854688,0.705273357481482
"155","Node12",0.547834766584767,0.652764518695306
"156","Node12",0.5344312671052,0.652271552923407
"157","Node12",0.534734232676121,0.689371980676328
"158","Node12",0.53206562266965,0.65432615629984
"159","Node12",0.543619047619048,0.655895283772982
"160","Node12",0.554910608431735,0.677678487819887
"161","Node12",0.583945565283593,0.694621519257442
"162","Node12",0.572977313792411,0.693918198774314
"163","Node12",0.559639960208142,0.682516590605632
"164","Node12",0.564068779234469,0.663542017656176
"165","Node12",0.528229948454085,0.662271362271362
"166","Node12",0.565949008498584,0.679100225881911
"167","Node12",0.558672714251611,0.674179209752332
"168","Node12",0.568763285757668,0.696535077161732
"169","Node12",0.540278424976701,0.682318958289667
"170","Node12",0.566848257859494,0.669535433968082
"171","Node12",0.540582807187955,0.684412470023981
"172","Node12",0.530028571428571,0.683447303302025
"173","Node12",0.583013453937367,0.676041583259935
"174","Node12",0.54909958442358,0.670707003839534
"175","Node12",0.532050362807239,0.692939626958997
"176","Node12",0.547267497603068,0.689600158877267
"177","Node12",0.555542895124151,0.7058501109596
"178","Node12",0.563749012352816,0.696690000065976
"179","Node12",0.549691833590139,0.659901830601634
"180","Node12",0.54080172814007,0.687710843373494
"181","Node12",0.554713313896987,0.709922364924132
"182","Node12",0.542616499039869,0.666755665320562
"183","Node12",0.54813463292841,0.690084396571141
"184","Node12",0.565671247357294,0.688665017795741
"185","Node12",0.559939897404487,0.662238045041999
"186","Node12",0.578513513513513,0.686292724062508
"187","Node12",0.54108368407083,0.677914274626306
"188","Node12",0.560250885760797,0.691041162227603
"189","Node12",0.563363600473747,0.674226317032837
"190","Node12",0.568763285757668,0.658588952951721
"191","Node12",0.572993747490392,0.681362406493713
"192","Node12",0.534138897420147,0.670485077096155
"193","Node12",0.568445013515436,0.677914274626306
"194","Node12",0.533857089412645,0.707818576228142
"195","Node12",0.531730107773446,0.683911335951541
"196","Node12",0.545046550489377,0.663853259786004
"197","Node12",0.583312736467859,0.666519870819655
"198","Node12",0.560041734868717,0.70243195061597
"199","Node12",0.549999036441772,0.678290146888926
"200","Node12",0.586266529083544,0.702665655234825
"201","Node11",0.571077380441929,0.674906741273648
"202","Node11",0.561722563375846,0.694832175550217
"203","Node11",0.556785306433194,0.676041583259935
"204","Node11",0.570533750916239,0.674412567396658
"205","Node11",0.577498988263861,0.669572285812472
"206","Node11",0.581979418599137,0.668607764390897
"207","Node11",0.55647815252335,0.666519870819655
"208","Node11",0.565350572047001,0.704399162816412
"209","Node11",0.57695598619691,0.64377962723551
"210","Node11",0.557901321448119,0.688132103013242
"211","Node11",0.548445366847304,0.718187115914389
"212","Node11",0.559639960208142,0.682516590605632
"213","Node11",0.56183799875162,0.680387794024158
"214","Node11",0.559334996797354,0.683447303302025
"215","Node11",0.589226726726727,0.664625914625915
"216","Node11",0.55037439795304,0.681690955821996
"217","Node11",0.553666061019002,0.687853570687358
"218","Node11",0.570365435858394,0.685563295700216
"219","Node11",0.589578769360852,0.708033977692216
"220","Node11",0.560906162518695,0.690619675543799
"221","Node11",0.57391554151106,0.709973796809181
"222","Node11",0.57370128937771,0.692506614548017
"223","Node11",0.589578769360852,0.670707003839534
"224","Node11",0.576554563644759,0.679308156140908
"225","Node11",0.581015055392482,0.660187469827817
"226","Node11",0.556218924391797,0.687462363001325
"227","Node11",0.570844553721266,0.67181482329094
"228","Node11",0.555875422794816,0.648619020881795
"229","Node11",0.559639960208142,0.681574844936814
"230","Node11",0.544739654909146,0.673954979645052
"231","Node11",0.583623428256197,0.666755665320562
"232","Node11",0.560572961578998,0.700507479518392
"233","Node11",0.565350572047001,0.703982161180835
"234","Node11",0.592518496149781,0.672343003298109
"235","Node11",0.560675029467854,0.671685229382127
"236","Node11",0.560572961578998,0.719917687278038
"237","Node11",0.554910608431735,0.668858474394686
"238","Node11",0.565350572047001,0.677132350033611
"239","Node11",0.558835335467638,0.661925730413422
"240","Node11",0.546900450320973,0.692258107389686
"241","Node11",0.558806112702961,0.663809144072302
"242","Node11",0.559939897404487,0.700080219044399
"243","Node11",0.562837902837903,0.688692904223881
"244","Node11",0.567847194588142,0.670470181561902
"245","Node11",0.592177611785455,0.672343003298109
"246","Node11",0.568445013515436,0.706076653561208
"247","Node11",0.549999036441772,0.708122986125355
"248","Node11",0.559911062947254,0.666872108852752
"249","Node11",0.597525694708793,0.676529113247863
"250","Node11",0.577498988263861,0.678756168618824
"251","Node11",0.567610306957973,0.666642540843921
"252","Node11",0.579469974571929,0.676891453869871
"253","Node11",0.558672714251611,0.70243195061597
"254","Node11",0.554416978291487,0.682542490597686
"255","Node11",0.550683530626224,0.667974261263994
"256","Node11",0.567170111287758,0.650201018493701
"257","Node11",0.553443996276761,0.674593742818686
"258","Node11",0.57853585080505,0.687710843373494
"259","Node11",0.588611662685737,0.689837624496715
"260","Node11",0.576865326865327,0.697610506636014
"261","Node11",0.575226504914005,0.68169694396157
"262","Node11",0.559939897404487,0.663315448363791
"263","Node11",0.574245472837022,0.701741095162148
"264","Node11",0.573596968072889,0.682775119617225
"265","Node11",0.574923019367464,0.661724763835341
"266","Node11",0.551198831786707,0.680345151759334
"267","Node11",0.581454460786216,0.694280623549445
"268","Node11",0.558998318428495,0.721906410171071
"269","Node11",0.615293764763226,0.656544743501265
"270","Node11",0.574245472837022,0.709752506764285
"271","Node11",0.589578769360852,0.680153581358401
"272","Node11",0.595192052477913,0.678159303882195
"273","Node11",0.57247553816047,0.688132103013242
"274","Node11",0.547225524408483,0.710204650422042
"275","Node11",0.568763285757668,0.66749081189442
"276","Node11",0.591848276902194,0.682214231846585
"277","Node11",0.584436860068259,0.682180441772591
"278","Node11",0.548110883149246,0.703582379878156
"279","Node11",0.582305268751898,0.668858474394686
"280","Node11",0.57391554151106,0.682267318317042
"281","Node11",0.545692679802296,0.683447303302025
"282","Node11",0.562156501018486,0.699287454969273
"283","Node11",0.562486179877902,0.680153581358401
"284","Node11",0.579811934060831,0.697025703309615
"285","Node11",0.566848257859494,0.688240613591453
"286","Node11",0.581015055392482,0.679100225881911
"287","Node11",0.563749012352816,0.669328999610229
"288","Node11",0.566537479913035,0.71691730582443
"289","Node11",0.559939897404487,0.700735255083081
"290","Node11",0.549999036441772,0.678518596787828
"291","Node11",0.544168398573798,0.675176596028255
"292","Node11",0.565585837233882,0.682489963085711
"293","Node11",0.583623428256197,0.685805827186864
"294","Node11",0.569785239620866,0.677026394921483
"295","Node11",0.57328971533517,0.671899039736856
"296","Node11",0.569455001520219,0.676529113247863
"297","Node11",0.55187616625898,0.686057692307692
"298","Node11",0.554416978291487,0.682104504976427
"299","Node11",0.546282826736085,0.673556218879013
"300","Node11",0.584969874923734,0.675167597393078
"301","Node10",0.567847194588142,0.660187469827817
"302","Node10",0.551257907190111,0.667974261263994
"303","Node10",0.590918721109399,0.715972932827199
"304","Node10",0.558672714251611,0.665401012523315
"305","Node10",0.569092721834496,0.668607764390897
"306","Node10",0.56282707403417,0.68088377579557
"307","Node10",0.545990205081114,0.700507479518392
"308","Node10",0.560762353865802,0.705769043048189
"309","Node10",0.538653178317983,0.680756567896257
"310","Node10",0.550986524576239,0.677860540604733
"311","Node10",0.579811934060831,0.705095264447782
"312","Node10",0.608407708487295,0.67955571354792
"313","Node10",0.552832929782082,0.684650875440349
"314","Node10",0.568137868274372,0.668133720385804
"315","Node10",0.555622032288699,0.685330078242251
"316","Node10",0.555020759798917,0.692128203447598
"317","Node10",0.559939897404487,0.710445086129643
"318","Node10",0.57853585080505,0.678290146888926
"319","Node10",0.619094775957521,0.700158621338603
"320","Node10",0.562486179877902,0.68088377579557
"321","Node10",0.576565656565657,0.678756168618824
"322","Node10",0.576159624413145,0.663626989101644
"323","Node10",0.584674460928642,0.675437660831189
"324","Node10",0.568445013515436,0.71636546184739
"325","Node10",0.570050790389773,0.677053540402555
"326","Node10",0.560906162518695,0.671698588542599
"327","Node10",0.556785306433194,0.713010399525659
"328","Node10",0.569433359936153,0.677914274626306
"329","Node10",0.564412502411731,0.669572285812472
"330","Node10",0.557585230047866,0.699107702759197
"331","Node10",0.544168398573798,0.675176596028255
"332","Node10",0.557209523809524,0.674906741273648
"333","Node10",0.588628602125782,0.68179646440516
"334","Node10",0.568445013515436,0.678413595457467
"335","Node10",0.543619047619048,0.712663807798849
"336","Node10",0.580789580789581,0.687968716520248
"337","Node10",0.607337419135172,0.708027141554471
"338","Node10",0.560041734868717,0.683911335951541
"339","Node10",0.564350282485876,0.653133203203877
"340","Node10",0.586266529083544,0.684677000173262
"341","Node10",0.548445366847304,0.708258884256502
"342","Node10",0.577498988263861,0.69736633558749
"343","Node10",0.55647815252335,0.685805827186864
"344","Node10",0.584969874923734,0.692939626958997
"345","Node10",0.583945565283593,0.656354364563544
"346","Node10",0.600911109409693,0.6723270690662
"347","Node10",0.60230030600401,0.680631185659207
"348","Node10",0.574939564867043,0.673037193513887
"349","Node10",0.559639960208142,0.692529633495323
"350","Node10",0.564739382239382,0.685831851998157
"351","Node10",0.564075123888857,0.706552236342631
"352","Node10",0.577787193973635,0.690344688570853
"353","Node10",0.583312736467859,0.685805827186864
"354","Node10",0.579811934060831,0.686057692307692
"355","Node10",0.581361857750576,0.715618229960684
"356","Node10",0.570365435858394,0.704136882534941
"357","Node10",0.589558685446009,0.693489926090918
"358","Node10",0.571524860799062,0.709137869029326
"359","Node10",0.568763285757668,0.678677169995847
"360","Node10",0.589586365557068,0.666199813258637
"361","Node10",0.561234376049191,0.690084396571141
"362","Node10",0.593841032043279,0.668930140362156
"363","Node10",0.579423984891407,0.680048327012787
"364","Node10",0.559911062947254,0.696848230817751
"365","Node10",0.581979418599137,0.668607764390897
"366","Node10",0.573333588428867,0.712161137062323
"367","Node10",0.552119507775932,0.681205120619638
"368","Node10",0.55647815252335,0.667000534188034
"369","Node10",0.566537479913035,0.679323338518479
"370","Node10",0.562156501018486,0.689371980676328
"371","Node10",0.586344959388438,0.663809144072302
"372","Node10",0.564642705732724,0.662016243982465
"373","Node10",0.587580197261323,0.691743253293668
"374","Node10",0.565673070415454,0.658566173077177
"375","Node10",0.577833053739804,0.696690000065976
"376","Node10",0.597867072938488,0.685106155979942
"377","Node10",0.559939897404487,0.682267318317042
"378","Node10",0.571365924344112,0.664683727924835
"379","Node10",0.575226504914005,0.672514503431704
"380","Node10",0.558054577884606,0.656148791832709
"381","Node10",0.557772608538143,0.693627108261255
"382","Node10",0.555339352428393,0.673660468409872
"383","Node10",0.547225524408483,0.673037193513887
"384","Node10",0.540479121295332,0.689626472463671
"385","Node10",0.574923019367464,0.671177974747274
"386","Node10",0.554327023288424,0.669755404173148
"387","Node10",0.582137827206061,0.693164065064132
"388","Node10",0.574923019367464,0.652513618470755
"389","Node10",0.584969874923734,0.683020222567907
"390","Node10",0.547264938077599,0.684306150292453
"391","Node10",0.569747323991863,0.685805827186864
"392","Node10",0.557901321448119,0.699217320859248
"393","Node10",0.594617904141714,0.684412470023981
"394","Node10",0.571028411364546,0.676280746253713
"395","Node10",0.567170111287758,0.669755404173148
"396","Node10",0.576186675430771,0.674886831970813
"397","Node10",0.569747323991863,0.665866746658668
"398","Node10",0.555669129600966,0.691665793334731
"399","Node10",0.570521696733301,0.672056514913658
"400","Node10",0.560572961578998,0.6723270690662
"401","Node14",0.544443490619128,0.655415030286894
"402","Node14",0.561972913264816,0.68179646440516
"403","Node14",0.579719592615687,0.68889127286381
"404","Node14",0.560250885760797,0.700735255083081
"405","Node14",0.578086579678741,0.690131384507913
"406","Node14",0.539921999301486,0.656998158379374
"407","Node14",0.567841814547074,0.687968716520248
"408","Node14",0.530028571428571,0.674412567396658
"409","Node14",0.561530635749386,0.699046736396134
"410","Node14",0.554099442794183,0.683752100399076
"411","Node14",0.559073100812231,0.6723270690662
"412","Node14",0.534506976308643,0.686666802214857
"413","Node14",0.559073100812231,0.652972306223142
"414","Node14",0.554099442794183,0.675036956735981
"415","Node14",0.577833053739804,0.696483220768257
"416","Node14",0.544443490619128,0.69365943959088
"417","Node14",0.560949185043145,0.671685229382127
"418","Node14",0.552832929782082,0.665224385279538
"419","Node14",0.554713313896987,0.692373259199035
"420","Node14",0.555166511048864,0.665019166141567
"421","Node14",0.57853585080505,0.678518596787828
"422","Node14",0.565260447613389,0.680976193356723
"423","Node14",0.541777401360942,0.681899113677127
"424","Node14",0.572653800209049,0.65881809787627
"425","Node14",0.569092721834496,0.66769605090773
"426","Node14",0.556949613989662,0.69365943959088
"427","Node14",0.546743295019157,0.673954979645052
"428","Node14",0.587254038741291,0.709973796809181
"429","Node14",0.538653178317983,0.671845574387947
"430","Node14",0.571178928459856,0.690007122367501
"431","Node14",0.546282826736085,0.681362406493713
"432","Node14",0.569433359936153,0.69609756097561
"433","Node14",0.529051086563872,0.675379128753791
"434","Node14",0.559639960208142,0.701219188270293
"435","Node14",0.558054577884606,0.684157255486895
"436","Node14",0.573596968072889,0.664069511570858
"437","Node14",0.540479121295332,0.670222758990875
"438","Node14",0.558672714251611,0.673739859023806
"439","Node14",0.554099442794183,0.702927963430013
"440","Node14",0.57328971533517,0.691499883832852
"441","Node14",0.576777019532645,0.682016761468816
"442","Node14",0.565039354869863,0.713575113169807
"443","Node14",0.567170111287758,0.688240613591453
"444","Node14",0.536249060530728,0.687942466187658
"445","Node14",0.614309110476814,0.675114895917816
"446","Node14",0.550646343816323,0.659901830601634
"447","Node14",0.553137379104308,0.680345151759334
"448","Node14",0.551692597831212,0.698946591519055
"449","Node14",0.591848276902194,0.681443368307775
"450","Node14",0.553132934085315,0.712787212787213
"451","Node14",0.572298878013846,0.702665655234825
"452","Node14",0.564075123888857,0.70632375069296
"453","Node14",0.556921515825625,0.689786266722408
"454","Node14",0.543355132269088,0.658368771563829
"455","Node14",0.562156501018486,0.661260426320667
"456","Node14",0.550646343816323,0.705895156184044
"457","Node14",0.543316541705717,0.69956467173896
"458","Node14",0.5571034088745,0.695330908120015
"459","Node14",0.567170111287758,0.660187469827817
"460","Node14",0.577439208010239,0.664338919925512
"461","Node14",0.569910383791155,0.691448402304872
"462","Node14",0.57853585080505,0.678518596787828
"463","Node14",0.540246956724329,0.683963100357835
"464","Node14",0.562486179877902,0.679712618584527
"465","Node14",0.549361502347418,0.70233953613808
"466","Node14",0.551255959447491,0.682214231846585
"467","Node14",0.534734232676121,0.717702336046589
"468","Node14",0.586266529083544,0.663668013181673
"469","Node14",0.596549234218827,0.696768022688053
"470","Node14",0.545046550489377,0.673954979645052
"471","Node14",0.535047829639956,0.699287454969273
"472","Node14",0.560432007854688,0.696741055153377
"473","Node14",0.539921999301486,0.684650875440349
"474","Node14",0.603274961482094,0.673476267529666
"475","Node14",0.577671540515272,0.690084396571141
"476","Node14",0.548445366847304,0.660255139136757
"477","Node14",0.565673070415454,0.667041938244782
"478","Node14",0.583106320049813,0.673422035786852
"479","Node14",0.538725134311021,0.676223196303755
"480","Node14",0.564075123888857,0.687071285352469
"481","Node14",0.546283846872082,0.696848230817751
"482","Node14",0.532625756067682,0.691499883832852
"483","Node14",0.5571034088745,0.704606720580778
"484","Node14",0.53292157426027,0.691041162227603
"485","Node14",0.5344312671052,0.6709379635516
"486","Node14",0.581979418599137,0.658157535894762
"487","Node14",0.54909958442358,0.688943414195392
"488","Node14",0.544168398573798,0.694621519257442
"489","Node14",0.549650520461463,0.663626989101644
"490","Node14",0.558998318428495,0.673533830587797
"491","Node14",0.571376818502488,0.675590792702443
"492","Node14",0.556921515825625,0.690476346160133
"493","Node14",0.560572961578998,0.672554681536062
"494","Node14",0.563434129429892,0.677659349936682
"495","Node14",0.546586230010533,0.682267318317042
"496","Node14",0.544739654909146,0.674179209752332
"497","Node14",0.549691833590139,0.697131539858062
"498","Node14",0.55647815252335,0.722517204852668
"499","Node14",0.548767004758929,0.661970337579027
"500","Node14",0.573333588428867,0.683911335951541
"501","Node9",0.551198831786707,0.700393997256811
"502","Node9",0.544739654909146,0.674412567396658
"503","Node9",0.574586800628907,0.683042926187168
"504","Node9",0.580344644951386,0.650842091848712
"505","Node9",0.56022508459367,0.676995438803381
"506","Node9",0.571976637654604,0.665401012523315
"507","Node9",0.588267438739119,0.691743253293668
"508","Node9",0.576554563644759,0.717702336046589
"509","Node9",0.555901830931048,0.671314224937275
"510","Node9",0.558998318428495,0.683020222567907
"511","Node9",0.561530635749386,0.718187115914389
"512","Node9",0.572709030100334,0.682027282684457
"513","Node9",0.558054577884606,0.702665655234825
"514","Node9",0.583623428256197,0.694848551551171
"515","Node9",0.572632423756019,0.68367469157983
"516","Node9",0.577176425269646,0.697610506636014
"517","Node9",0.561234376049191,0.709526650755768
"518","Node9",0.549691833590139,0.697864072536942
"519","Node9",0.553666061019002,0.670222758990875
"520","Node9",0.592602250229369,0.667261591148577
"521","Node9",0.557480299955216,0.702908873061306
"522","Node9",0.559639960208142,0.673829475924448
"523","Node9",0.571376818502488,0.685106155979942
"524","Node9",0.57853585080505,0.697610506636014
"525","Node9",0.571665665150084,0.693918198774314
"526","Node9",0.561234376049191,0.671685229382127
"527","Node9",0.561530635749386,0.690880753415572
"528","Node9",0.584767591616907,0.690007122367501
"529","Node9",0.570844553721266,0.698893133509648
"530","Node9",0.601244853011587,0.673037193513887
"531","Node9",0.536244410206306,0.683341539250137
"532","Node9",0.587917984095046,0.664069511570858
"533","Node9",0.576205354996875,0.708493313915001
"534","Node9",0.546586230010533,0.709752506764285
"535","Node9",0.565492644642478,0.678290146888926
"536","Node9",0.593266878728403,0.686292724062508
"537","Node9",0.578178661007139,0.688433476962119
"538","Node9",0.572993747490392,0.691995987697377
"539","Node9",0.566352064275689,0.685407674492052
"540","Node9",0.557761973764491,0.665658194612893
"541","Node9",0.56728009618368,0.684183217738546
"542","Node9",0.569222836239103,0.683016863804453
"543","Node9",0.620165145588874,0.69545574288725
"544","Node9",0.538510887203291,0.672809445870126
"545","Node9",0.542905514656927,0.685805827186864
"546","Node9",0.566006888011764,0.704853793466807
"547","Node9",0.569747323991863,0.695586271367521
"548","Node9",0.565585837233882,0.699312576361757
"549","Node9",0.55647815252335,0.676280746253713
"550","Node9",0.564739382239382,0.676659641728135
"551","Node9",0.552755890633562,0.688448137228625
"552","Node9",0.598964648820073,0.678305627987831
"553","Node9",0.591530453624759,0.671845574387947
"554","Node9",0.570365435858394,0.666519870819655
"555","Node9",0.592602250229369,0.667727734060922
"556","Node9",0.547561490349564,0.663557796422142
"557","Node9",0.556785306433194,0.686057692307692
"558","Node9",0.565350572047001,0.676891453869871
"559","Node9",0.53670324297387,0.710236750067259
"560","Node9",0.591248964174905,0.678756168618824
"561","Node9",0.551561533704391,0.704399162816412
"562","Node9",0.556181911515866,0.686057692307692
"563","Node9",0.57391554151106,0.691499883832852
"564","Node9",0.563749012352816,0.697610506636014
"565","Node9",0.561530635749386,0.671427056687299
"566","Node9",0.549691833590139,0.697864072536942
"567","Node9",0.558123783721906,0.695330908120015
"568","Node9",0.556785306433194,0.676529113247863
"569","Node9",0.576865326865327,0.668653150656002
"570","Node9",0.57913961038961,0.680048327012787
"571","Node9",0.575494968252628,0.655188246097337
"572","Node9",0.574630872483221,0.68088377579557
"573","Node9",0.565673070415454,0.696198525824444
"574","Node9",0.550317194037909,0.705895156184044
"575","Node9",0.575867635189669,0.680387794024158
"576","Node9",0.55247403210576,0.680308605500645
"577","Node9",0.564739382239382,0.696198525824444
"578","Node9",0.572298878013846,0.664683727924835
"579","Node9",0.561606097256618,0.672108527646025
"580","Node9",0.573596968072889,0.682775119617225
"581","Node9",0.567610306957973,0.693555590584279
"582","Node9",0.590918721109399,0.679002881387295
"583","Node9",0.593201443606749,0.680308605500645
"584","Node9",0.591248964174905,0.678290146888926
"585","Node9",0.555221302763438,0.71610662812638
"586","Node9",0.574923019367464,0.690084396571141
"587","Node9",0.581664960376142,0.668858474394686
"588","Node9",0.59539681153514,0.712796582320079
"589","Node9",0.592177611785455,0.691292236889912
"590","Node9",0.554099442794183,0.683550201119445
"591","Node9",0.549950181414848,0.673476267529666
"592","Node9",0.558123783721906,0.694621519257442
"593","Node9",0.55647815252335,0.686057692307692
"594","Node9",0.571665665150084,0.704268374016273
"595","Node9",0.57370128937771,0.674179209752332
"596","Node9",0.581361857750576,0.677678487819887
"597","Node9",0.583351554849934,0.68722325525397
"598","Node9",0.588922374078624,0.679928528886242
"599","Node9",0.568445013515436,0.66769605090773
"600","Node9",0.571976637654604,0.673954979645052
"601","Node8",0.568581146744412,0.66430407301529
"602","Node8",0.580344644951386,0.688240613591453
"603","Node8",0.565673070415454,0.686057692307692
"604","Node8",0.584390476190476,0.683911335951541
"605","Node8",0.562486179877902,0.707612662646779
"606","Node8",0.582771797788863,0.691240197426129
"607","Node8",0.566237741624624,0.679323338518479
